stop_number,stop_name,x_pos,y_pos,max_capacity,Stop_000,Stop_001,Stop_002,Stop_003,Stop_004,Stop_005,Stop_006,Stop_007,Stop_008,Stop_009,Stop_010,Stop_011,Stop_012,Stop_013,Stop_014,Stop_015,Stop_016,Stop_017,Stop_018,Stop_019,Stop_020,Stop_021,Stop_022,Stop_023,Stop_024,Stop_025,Stop_026,Stop_027,Stop_028,Stop_029,Stop_030,Stop_031,Stop_032,Stop_033,Stop_034,Stop_035,Stop_036,Stop_037,Stop_038,Stop_039,Stop_040,Stop_041,Stop_042,Stop_043,Stop_044,Stop_045,Stop_046,Stop_047,Stop_048,Stop_049,Stop_050,Stop_051,Stop_052,Stop_053,Stop_054,Stop_055,Stop_056,Stop_057,Stop_058,Stop_059,Stop_060,Stop_061,Stop_062,Stop_063,Stop_064,Stop_065,Stop_066,Stop_067,Stop_068,Stop_069,Stop_070,Stop_071,Stop_072,Stop_073,Stop_074,Stop_075,Stop_076,Stop_077,Stop_078,Stop_079,Stop_080,Stop_081,Stop_082,Stop_083,Stop_084,Stop_085,Stop_086,Stop_087,Stop_088,Stop_089,Stop_090,Stop_091,Stop_092,Stop_093,Stop_094,Stop_095,Stop_096,Stop_097,Stop_098,Stop_099,Stop_100,Stop_101,Stop_102,Stop_103,Stop_104,Stop_105,Stop_106,Stop_107,Stop_108,Stop_109,Stop_110,Stop_111,Stop_112,Stop_113,Stop_114,Stop_115,Stop_116,Stop_117,Stop_118,Stop_119,Stop_120,Stop_121,Stop_122,Stop_123,Stop_124,Stop_125,Stop_126,Stop_127,Stop_128,Stop_129,Stop_130,Stop_131,Stop_132,Stop_133,Stop_134,Stop_135,Stop_136,Stop_137,Stop_138,Stop_139,Stop_140,Stop_141,Stop_142,Stop_143,Stop_144,Stop_145,Stop_146,Stop_147,Stop_148,Stop_149,Stop_150,Stop_151,Stop_152,Stop_153,Stop_154,Stop_155,Stop_156,Stop_157,Stop_158,Stop_159,Stop_160,Stop_161,Stop_162,Stop_163,Stop_164,Stop_165,Stop_166,Stop_167,Stop_168,Stop_169,Stop_170,Stop_171,Stop_172,Stop_173,Stop_174,Stop_175,Stop_176,Stop_177,Stop_178,Stop_179,Stop_180,Stop_181,Stop_182,Stop_183,Stop_184,Stop_185,Stop_186,Stop_187,Stop_188,Stop_189,Stop_190,Stop_191,Stop_192,Stop_193,Stop_194,Stop_195,Stop_196,Stop_197,Stop_198,Stop_199,Stop_200,Stop_201,Stop_202,Stop_203,Stop_204,Stop_205,Stop_206,Stop_207,Stop_208,Stop_209,Stop_210,Stop_211,Stop_212,Stop_213,Stop_214,Stop_215,Stop_216,Stop_217,Stop_218,Stop_219,Stop_220,Stop_221,Stop_222,Stop_223,Stop_224,Stop_225,Stop_226,Stop_227,Stop_228,Stop_229,Stop_230,Stop_231,Stop_232,Stop_233,Stop_234,Stop_235,Stop_236,Stop_237,Stop_238,Stop_239,Stop_240,Stop_241,Stop_242,Stop_243,Stop_244,Stop_245,Stop_246,Stop_247,Stop_248,Stop_249,Stop_250,Stop_251,Stop_252,Stop_253,Stop_254,Stop_255,Stop_256,Stop_257,Stop_258,Stop_259,Stop_260,Stop_261,Stop_262,Stop_263,Stop_264,Stop_265,Stop_266,Stop_267,Stop_268,Stop_269,Stop_270,Stop_271,Stop_272,Stop_273,Stop_274,Stop_275,Stop_276,Stop_277,Stop_278,Stop_279,Stop_280,Stop_281,Stop_282,Stop_283,Stop_284,Stop_285,Stop_286,Stop_287,Stop_288,Stop_289,Stop_290,Stop_291,Stop_292,Stop_293,Stop_294,Stop_295,Stop_296,Stop_297,Stop_298,Stop_299
250,Stop_250,100400,1000,1687,23,20,21,5,9,12,24,9,16,20,23,20,20,19,2,8,22,22,4,16,9,1,21,18,21,3,6,4,7,6,12,12,19,10,6,5,16,20,12,9,7,4,11,1,5,7,12,17,13,7,17,20,2,1,4,19,8,18,15,3,13,8,8,14,14,6,15,14,2,11,16,1,11,7,10,4,4,2,3,9,10,11,11,11,5,14,1,11,13,9,15,4,9,8,7,13,6,4,13,7,0,6,0,5,8,8,8,11,2,9,4,2,5,11,8,3,3,3,8,8,4,2,12,2,1,6,6,12,4,4,2,12,2,11,7,2,6,4,5,1,9,1,6,7,3,1,7,6,2,2,6,4,7,5,6,6,3,7,2,7,1,5,6,1,9,2,4,5,8,6,3,3,0,6,7,6,3,5,6,7,2,1,1,6,6,4,5,3,1,5,6,4,5,5,3,2,4,1,5,4,4,5,3,0,3,2,1,2,1,2,2,1,1,2,0,3,1,3,3,1,1,1,2,1,1,1,0,1,2,2,1,0,2,1,2,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,1,1,1,1,0,0,1,1,2,1,1,2,2,3,3,2,2,3,3,1,1,2,3,0,2,2,3,1,2,2,2,9
251,Stop_251,100800,1000,1697,30,14,6,12,21,19,3,11,12,6,9,16,21,10,14,3,19,17,22,5,18,15,16,4,23,9,9,20,8,9,6,15,10,0,14,6,18,3,12,21,18,8,16,7,17,3,20,1,15,19,1,16,18,17,11,12,9,11,3,7,7,2,13,2,6,15,3,17,16,2,14,15,14,7,4,15,9,9,11,3,10,10,3,2,3,16,13,16,5,3,14,14,1,12,13,1,10,7,3,6,1,6,3,5,14,12,9,12,10,11,0,1,3,2,2,13,3,6,9,8,9,5,10,9,2,12,10,4,3,2,3,3,1,5,3,6,7,10,4,7,7,0,11,8,7,1,6,1,9,2,4,8,4,7,5,4,5,8,9,4,8,1,1,7,1,6,3,3,2,2,4,6,3,7,5,4,4,5,0,6,6,0,5,5,5,6,1,2,3,4,2,5,4,1,3,3,3,4,1,2,0,3,2,3,3,4,0,1,3,3,2,1,2,1,3,3,3,2,1,1,1,2,0,2,2,2,2,2,1,1,1,2,1,2,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,2,1,0,2,1,0,1,0,2,0,1,1,1,1,1,1,3,2,2,2,2,0,4,3,1,2,0,3,1,2
252,Stop_252,101200,1000,1647,10,14,17,19,24,15,19,5,22,9,19,12,1,0,15,9,19,0,22,3,21,20,13,20,1,5,4,21,4,18,13,14,18,15,5,13,3,8,16,19,2,10,11,3,13,11,10,3,3,12,5,20,2,5,12,7,12,6,4,12,18,2,9,16,4,1,12,6,15,10,3,6,17,13,10,5,5,17,9,2,5,8,14,13,12,10,1,9,9,12,6,10,14,1,0,15,15,4,1,5,13,1,1,8,12,9,12,3,4,11,10,2,10,7,12,9,10,4,11,10,13,7,5,1,5,4,4,7,8,9,3,8,12,8,9,4,0,9,1,1,10,8,9,2,8,2,3,5,1,7,5,2,1,9,10,2,9,8,0,2,0,3,1,3,5,7,3,1,7,2,2,4,7,4,2,2,6,5,2,3,5,4,6,1,5,5,3,3,6,4,2,3,3,1,4,3,5,1,1,1,1,3,4,4,2,5,1,2,3,2,1,2,2,0,4,0,2,2,1,1,2,0,1,2,2,1,2,1,1,0,0,1,1,1,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,2,1,1,0,1,2,1,2,1,1,1,1,2,2,3,2,1,1,2,1,3,1,1,1,2,2,0,1,4,1,5
253,Stop_253,101600,1000,1715,31,5,2,9,11,3,7,4,13,19,20,23,15,23,20,14,23,4,6,22,22,23,22,7,21,4,17,1,19,10,9,6,1,7,2,1,14,22,5,14,21,0,13,13,11,18,15,9,7,4,7,2,20,3,18,17,14,9,4,3,5,10,7,16,12,0,0,2,9,12,3,12,3,13,8,11,6,6,10,8,10,12,1,8,11,14,9,15,9,5,8,7,10,12,3,2,2,10,6,10,6,5,0,14,8,2,7,11,4,11,3,4,12,10,11,1,2,13,12,3,12,11,11,2,3,12,7,4,5,11,9,10,10,7,10,1,10,2,11,8,9,1,6,10,1,3,10,4,5,4,7,5,4,5,4,9,4,9,9,9,7,9,1,7,7,1,3,6,8,4,3,2,6,7,1,3,4,7,2,3,6,2,3,6,4,5,1,2,0,3,6,4,2,3,5,2,3,5,5,1,2,2,2,1,3,4,3,1,0,0,2,0,0,3,1,1,2,0,3,3,2,0,1,2,2,1,3,1,2,0,1,2,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,2,2,1,2,1,1,2,2,1,2,1,0,1,2,2,1,3,0,2,2,1,3,0,3,3,4,1,2,7
254,Stop_254,102000,1000,1686,35,11,20,10,8,4,1,19,21,20,19,15,3,23,15,2,11,18,1,2,9,6,5,16,10,21,16,4,6,10,14,14,11,13,19,12,14,3,11,10,6,2,10,21,16,13,2,10,12,16,15,7,7,14,0,9,19,18,14,16,8,11,11,16,14,12,2,0,15,11,11,18,18,11,17,12,10,9,9,10,1,0,11,15,14,11,9,7,1,15,15,3,3,1,3,9,6,6,11,14,13,12,6,12,2,4,12,14,12,12,14,11,1,2,11,12,0,12,4,7,5,5,6,5,1,4,3,2,1,1,7,0,4,5,6,1,2,7,3,2,7,5,7,7,7,8,10,4,8,4,3,3,6,1,0,9,3,1,4,2,7,0,6,2,6,6,6,3,4,3,3,4,7,5,1,4,4,6,5,2,1,4,2,3,0,1,6,3,0,1,4,2,2,3,3,2,4,2,2,3,3,5,3,3,3,1,2,2,3,4,1,0,1,1,3,3,2,3,2,2,1,1,3,1,0,1,0,0,1,2,2,2,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,2,0,2,2,2,3,2,2,2,2,1,0,0,1,0,1,0,1,2,4,4,6
255,Stop_255,102400,1000,1536,1,8,7,14,17,2,25,3,3,20,24,16,17,16,4,1,1,16,5,12,0,8,8,16,20,2,2,12,10,3,14,14,19,15,11,2,13,20,16,7,12,0,3,13,13,15,19,7,3,13,7,17,12,15,14,10,20,5,16,0,19,1,12,13,8,9,3,4,7,15,2,17,0,10,10,4,12,8,11,3,5,8,11,0,1,15,15,10,10,6,1,10,13,12,0,0,3,3,3,14,9,1,7,13,10,0,0,11,0,8,10,1,3,6,1,14,6,3,9,3,1,4,6,5,11,3,9,0,8,5,1,10,3,12,6,0,10,3,7,0,4,0,8,10,4,1,1,5,10,4,1,5,10,4,9,3,9,4,7,3,1,0,8,1,3,8,7,4,5,6,7,4,5,8,3,0,3,2,2,1,0,1,3,1,4,1,3,1,2,3,2,4,6,4,2,4,5,1,6,4,5,4,0,2,3,1,4,4,2,5,4,3,3,3,1,1,2,0,1,2,2,3,0,1,2,1,2,3,1,2,2,2,0,2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,2,0,1,1,1,2,2,2,0,1,1,1,2,2,3,2,2,3,4,2,4,2,2,2,1,2
256,Stop_256,102800,1000,1669,50,16,9,13,22,18,11,11,0,1,24,0,7,4,21,22,22,14,15,12,15,7,7,10,1,11,1,12,17,3,14,18,14,6,1,2,11,15,6,1,14,15,6,1,17,1,1,6,15,9,12,9,6,13,13,19,1,1,1,1,15,4,1,8,16,4,1,7,5,11,7,8,5,5,15,0,2,18,17,9,8,4,3,1,2,13,10,8,2,5,10,14,12,8,16,5,4,7,5,13,8,6,5,14,2,1,13,13,11,12,13,3,2,7,4,9,10,11,10,6,12,0,2,12,11,0,12,2,2,1,9,11,9,3,0,8,8,8,10,7,9,11,11,6,11,11,10,8,9,4,9,10,2,9,2,2,3,8,9,2,4,7,5,4,3,5,6,2,1,1,6,2,2,7,6,3,3,7,6,2,1,3,5,7,6,6,5,7,7,6,6,6,3,1,2,4,0,2,5,5,1,5,5,5,5,2,2,2,2,1,3,3,0,4,4,4,0,2,3,3,2,3,0,1,3,1,1,3,1,0,2,1,2,1,1,1,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,2,0,2,1,1,3,1,0,0,3,1,1,2,0,0,3,3,3,2,2,1,3,4
257,Stop_257,103200,1000,1697,34,7,12,25,17,20,8,20,8,1,24,6,6,6,20,20,22,18,2,9,20,9,9,5,7,7,1,1,6,8,22,12,1,4,16,3,7,4,0,12,15,12,4,13,10,14,2,7,4,12,16,1,1,18,1,18,17,12,13,13,12,0,3,9,18,19,3,18,6,12,10,16,11,9,15,16,9,13,13,9,13,0,9,13,6,11,4,12,3,16,7,1,12,15,13,10,9,0,3,9,4,2,6,13,14,12,4,5,8,3,12,2,2,12,7,5,6,12,13,4,11,7,12,4,11,4,5,10,12,7,11,12,3,4,1,8,3,1,11,9,6,9,8,8,1,5,4,1,2,1,5,1,8,6,6,9,2,4,2,4,8,6,2,7,9,6,4,6,7,7,8,2,6,4,6,3,6,2,6,2,6,2,3,2,6,1,4,4,6,6,1,5,0,1,0,0,5,3,3,0,2,0,3,1,3,5,1,1,4,2,1,4,3,4,2,2,2,3,1,3,3,3,1,1,1,1,0,2,1,1,2,3,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,2,1,0,1,0,1,0,2,0,1,0,2,1,3,1,2,2,3,1,1,2,2,3,2,2
258,Stop_258,103600,1000,1672,8,3,3,9,24,18,3,18,8,20,20,9,1,7,7,0,7,14,7,15,19,6,13,1,6,4,3,0,6,21,11,8,11,22,15,14,2,14,4,17,5,17,13,1,9,18,17,0,17,2,18,2,15,20,18,15,10,15,4,14,9,9,9,4,19,17,6,3,17,13,9,1,13,15,17,14,11,10,14,12,3,13,5,11,7,2,13,3,17,10,4,14,0,5,2,16,7,15,5,2,3,1,14,6,12,3,3,4,9,7,14,14,6,5,5,14,0,12,2,2,5,8,3,4,4,13,2,1,8,9,2,12,13,4,1,8,1,12,6,1,11,4,11,10,8,2,0,7,3,8,7,2,4,9,9,3,5,2,9,8,5,5,8,7,0,3,0,6,7,6,2,3,1,6,6,5,5,1,6,7,6,4,1,7,0,5,2,3,1,6,7,4,6,4,4,2,4,4,2,3,1,2,5,1,5,5,4,5,4,2,2,5,1,4,0,1,1,1,2,0,0,2,3,3,0,3,2,3,1,0,2,2,2,2,1,2,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,2,1,0,2,1,3,2,3,2,2,1,0,1
259,Stop_259,104000,1000,1738,38,4,12,25,23,10,16,9,13,1,17,2,13,18,4,7,12,20,14,12,7,19,16,17,8,5,7,8,15,0,1,15,17,10,9,13,4,10,14,11,19,13,15,2,3,10,11,15,6,19,11,12,10,5,3,9,8,16,16,18,20,18,7,15,3,17,14,18,6,5,9,18,15,6,11,1,17,6,14,10,17,9,10,14,5,1,14,8,3,8,8,7,6,11,14,6,0,16,2,5,16,7,13,9,9,7,8,3,6,6,5,7,9,2,13,9,4,8,5,2,10,7,2,1,11,5,0,8,6,10,10,4,11,7,12,4,3,4,5,7,0,3,12,7,3,5,1,9,8,9,9,0,2,3,10,1,8,8,4,4,1,6,6,3,5,9,0,6,4,1,3,2,5,1,8,2,4,3,3,7,3,1,0,2,2,3,3,2,5,5,0,3,3,3,1,1,5,6,2,3,1,1,1,4,3,1,5,3,3,2,5,1,2,2,2,2,2,2,3,3,0,3,3,2,3,2,2,2,2,1,2,2,1,0,1,2,1,1,1,0,1,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,2,0,0,1,1,2,1,2,1,2,2,0,2,2,1,1,0,2,2,3,1,3,6
260,Stop_260,104400,1000,1658,45,19,0,7,23,3,19,1,4,8,15,18,16,16,6,20,8,9,7,3,11,7,7,3,20,11,19,20,6,22,4,2,12,21,5,20,2,4,9,7,20,11,9,19,3,10,7,14,2,4,15,3,12,5,13,15,12,1,11,20,11,1,12,2,13,12,15,0,1,5,2,3,10,0,13,9,18,4,12,11,16,10,16,1,1,8,4,4,12,2,2,14,12,7,4,11,8,4,3,6,12,11,5,4,3,8,6,3,5,5,12,9,2,9,9,11,7,13,12,13,1,12,2,1,6,13,2,7,2,3,6,9,6,5,4,12,5,6,5,4,10,12,4,9,2,9,6,2,1,11,3,6,1,5,2,9,0,9,4,9,3,9,1,8,7,8,3,0,5,2,8,5,9,2,3,3,5,4,6,8,4,7,2,2,4,5,4,6,7,5,4,3,5,5,2,1,0,0,2,2,6,2,1,1,4,1,1,5,2,4,4,4,2,3,1,2,3,3,1,0,3,3,1,1,3,0,3,0,2,2,3,1,3,2,2,1,2,2,2,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,2,2,0,0,1,2,0,1,1,3,2,2,3,3,4,1,1,7
261,Stop_261,104800,1000,1758,36,20,21,24,10,6,22,7,22,6,25,16,15,13,16,5,15,5,7,6,22,12,11,5,13,21,5,18,14,15,17,5,20,12,6,6,13,19,14,15,6,2,3,10,8,7,4,14,1,10,5,7,8,11,5,19,3,14,5,10,2,8,3,0,10,5,7,9,1,7,19,14,18,18,12,4,8,9,16,13,17,5,12,7,2,7,7,16,14,16,12,14,10,7,13,3,16,3,2,1,6,2,5,14,16,14,9,5,5,11,11,0,8,10,12,6,5,3,7,1,11,4,13,11,9,11,8,2,4,9,7,4,2,9,5,11,4,6,7,5,9,0,6,1,6,7,9,1,8,5,3,2,2,3,8,6,6,8,5,9,6,0,1,3,9,5,4,3,4,3,6,7,9,2,3,4,3,5,8,5,4,0,5,1,4,8,4,6,4,2,4,2,0,0,4,1,3,4,1,2,4,4,2,2,5,4,0,2,2,3,4,2,2,4,5,1,1,3,2,1,3,0,1,4,1,2,0,3,2,0,1,2,2,1,2,0,1,1,2,2,2,1,1,2,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,2,0,0,1,2,2,1,2,2,2,2,2,1,1,0,2,1,2,2,2
262,Stop_262,105200,1000,1885,30,11,14,1,22,23,21,3,10,8,24,7,24,14,20,11,19,2,5,17,0,5,21,11,22,2,7,17,12,4,5,13,22,8,20,7,22,16,21,19,16,13,17,8,18,22,14,13,4,14,11,12,0,9,10,18,13,14,0,15,10,4,19,3,15,17,1,2,12,17,6,12,6,14,2,5,10,16,12,3,2,9,6,6,11,15,13,3,15,4,3,7,7,7,13,11,8,13,12,4,11,14,15,9,13,16,4,9,2,4,3,11,13,3,9,7,11,3,5,9,10,4,9,4,11,6,7,13,7,8,6,3,7,10,4,11,2,0,10,1,11,10,4,6,9,7,6,1,8,6,9,10,10,10,4,4,0,3,7,6,1,1,10,8,7,6,7,2,4,8,5,3,0,2,5,9,3,7,3,2,3,6,2,3,6,6,2,7,3,5,3,2,5,4,7,3,4,4,5,4,3,0,5,4,4,6,3,1,1,1,2,4,1,4,3,5,2,3,4,4,3,1,0,2,1,2,2,1,1,1,3,1,2,1,3,0,1,1,0,2,2,1,1,1,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,2,1,1,1,0,1,0,2,2,2,2,1,1,3,1,3,2,0,1,2
263,Stop_263,105600,1000,1793,24,2,3,8,8,18,24,2,9,18,9,25,16,8,18,19,15,7,3,23,10,6,12,16,13,10,19,22,15,11,5,14,19,1,21,16,7,4,7,5,19,7,9,21,20,19,18,6,12,16,2,1,9,21,16,6,2,4,11,4,2,17,16,19,11,10,18,1,10,13,14,16,1,7,7,7,18,15,5,10,13,15,17,8,8,1,9,11,14,12,4,15,13,14,4,6,6,5,10,6,3,1,1,12,4,12,10,15,1,1,8,15,1,2,11,14,7,1,12,12,0,4,5,4,3,13,13,1,6,1,3,2,11,10,9,9,3,1,10,7,12,9,11,1,1,8,3,6,5,10,9,10,8,3,7,4,0,2,2,6,6,3,5,3,9,6,2,8,6,1,9,4,7,5,1,6,4,2,8,4,2,2,3,0,2,7,4,1,5,6,5,3,3,0,2,3,4,1,4,3,4,1,5,2,6,2,6,5,0,2,1,3,2,5,2,2,4,2,1,3,2,0,3,2,4,1,2,0,2,1,3,1,1,3,0,2,2,1,2,2,0,0,2,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2,1,1,2,0,1,1,1,1,1,3,2,2,2,0,2,0,3,2
264,Stop_264,106000,1000,1746,24,17,11,18,10,25,2,12,8,4,5,20,19,6,22,23,22,6,24,9,0,0,3,8,9,24,4,9,23,17,3,12,10,20,7,13,20,5,3,10,15,17,4,19,1,19,11,0,9,8,6,5,0,19,4,1,7,19,8,12,17,6,11,5,7,9,6,2,4,10,19,16,13,12,2,3,5,15,11,3,10,2,18,11,7,15,11,4,17,1,12,0,5,3,15,15,9,2,7,10,4,14,12,11,14,1,14,9,8,14,1,7,9,3,10,7,13,3,3,14,14,7,3,1,13,9,14,10,5,4,1,4,2,12,12,5,9,11,3,9,11,7,10,3,4,11,2,4,1,7,3,3,2,10,9,7,9,8,5,10,8,4,9,1,10,10,6,7,2,7,0,7,2,4,7,3,6,4,6,3,2,0,2,1,3,3,6,3,4,1,0,3,4,6,2,0,4,6,4,1,0,4,1,2,1,6,2,3,4,1,3,1,1,4,3,0,3,4,2,4,0,3,3,3,1,0,2,2,0,3,3,0,3,2,3,2,0,2,1,1,1,0,0,2,2,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,2,2,0,0,2,1,1,1,2,0,1,0,0,2,3
265,Stop_265,106400,1000,1932,50,12,18,1,18,18,7,7,13,21,17,17,14,7,12,24,20,1,14,3,6,20,23,9,13,8,16,22,18,20,15,19,13,23,20,8,6,6,2,14,12,19,4,18,10,20,12,17,19,15,5,17,6,2,16,17,11,9,11,10,9,12,14,15,11,7,4,10,7,5,17,14,9,15,16,7,1,13,17,11,1,9,4,10,16,17,11,14,7,1,16,9,1,6,6,0,12,12,2,12,16,10,16,3,11,0,8,11,15,10,11,0,9,7,13,3,10,6,6,12,13,7,3,6,2,1,6,5,5,12,2,12,5,2,1,2,5,10,9,8,7,6,10,2,8,9,1,8,11,6,1,9,4,3,10,9,2,10,2,8,7,8,2,5,9,8,8,6,8,8,2,4,5,4,4,4,3,5,6,0,7,2,3,5,0,5,8,6,1,5,2,3,5,0,4,4,4,0,5,6,3,2,3,3,5,6,0,4,3,3,4,3,1,0,1,2,4,2,0,1,3,2,0,2,1,1,1,3,1,1,3,1,0,1,3,2,1,1,2,1,1,1,2,2,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2,0,1,1,1,2,2,1,2,2,1,3,1,2,2,2,1
266,Stop_266,106800,1000,1827,48,7,8,3,25,8,22,17,1,8,12,6,4,17,16,7,2,13,15,17,17,21,2,2,1,19,24,4,22,23,0,4,1,7,7,2,15,19,3,10,1,3,17,18,6,13,13,19,10,16,10,20,6,19,18,17,5,11,0,5,6,12,19,11,19,17,5,13,19,4,0,18,5,4,3,18,9,3,19,2,2,10,16,14,7,10,11,10,5,9,15,9,17,0,16,1,12,3,1,1,12,13,5,5,4,2,8,1,10,9,11,3,7,2,3,0,2,13,10,7,14,12,6,7,14,8,6,12,10,13,12,11,11,2,3,3,13,11,9,9,4,12,3,12,8,6,2,11,5,9,4,7,5,8,8,9,1,11,3,5,7,8,3,0,8,1,7,8,4,8,6,4,3,4,7,3,9,6,1,5,7,4,4,1,8,6,4,4,5,2,8,2,0,7,5,1,7,2,6,6,0,4,1,4,3,2,6,2,0,3,5,0,4,3,2,3,4,3,2,3,3,2,1,3,0,3,3,2,0,0,1,1,3,0,2,2,3,3,1,2,1,2,2,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,2,0,1,1,2,2,2,0,1,3,0
267,Stop_267,107200,1000,1980,44,6,19,9,24,6,16,9,3,20,20,25,13,15,21,23,11,12,2,22,8,24,15,23,15,23,11,12,18,13,12,20,20,13,17,14,4,12,16,22,11,16,18,14,14,18,11,2,4,11,22,7,7,16,2,9,17,7,7,4,11,20,5,13,5,14,6,10,2,5,19,19,11,12,3,9,10,18,10,7,12,1,12,15,1,6,9,11,0,9,14,3,5,4,8,10,14,10,16,10,11,15,1,12,3,7,4,1,13,6,11,12,12,13,4,14,12,9,4,9,9,9,8,13,10,2,8,12,5,10,7,7,2,13,11,9,8,13,12,0,11,3,1,0,6,2,7,8,4,3,2,9,9,4,10,11,3,5,2,0,4,1,6,1,7,10,9,0,3,3,4,7,5,6,2,0,0,7,0,6,8,5,8,5,1,0,3,0,1,7,1,6,4,6,7,5,6,6,4,6,0,0,6,2,6,3,5,2,5,5,3,4,4,4,4,1,3,1,1,1,4,0,3,4,1,0,1,2,2,0,2,3,2,3,2,2,3,1,1,2,2,3,2,1,2,2,1,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,2,2,2,1,2,1,1
268,Stop_268,107600,1000,1755,39,24,12,12,3,10,3,21,16,14,14,16,4,7,15,9,3,9,6,13,17,15,24,4,12,12,9,4,1,18,10,2,13,23,14,18,16,15,2,8,4,13,12,19,5,14,19,1,5,16,5,9,13,6,2,10,17,3,13,12,9,5,16,2,11,6,12,13,2,12,6,8,16,4,19,6,11,12,0,10,7,5,6,16,5,16,16,3,16,12,6,13,8,6,17,9,4,0,7,0,15,15,3,11,13,16,9,12,1,12,12,6,11,8,13,2,2,8,3,10,1,15,13,6,9,10,4,2,11,1,1,2,4,3,7,2,12,8,4,10,7,1,7,0,12,2,9,7,12,7,2,8,6,0,6,7,4,3,3,10,10,3,0,5,8,6,1,7,7,5,4,5,9,1,7,7,4,3,2,2,1,5,8,2,5,1,1,4,3,3,7,5,7,2,0,1,0,5,1,1,6,1,5,4,3,0,5,5,1,5,1,0,6,3,2,3,5,2,3,4,5,1,3,1,1,1,3,2,1,1,4,3,2,2,2,0,3,0,1,2,2,0,2,2,2,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,2,1,2,2,1,0,1,2,2,2,1,2
